workload_conf,memory(kb),bytesread,byteswrite,cputime,branches,branches(M/sec),branches(%),branch-misses,branch-misses(% of all),branch-misses(%),bus-cycles,bus-cycles(M/sec),bus-cycles(%),cache-misses,cache-misses(% of all),cache-misses(%),cache-references,cache-references(M/sec),cache-references(%),cpu-cycles,cpu-cyclesGHz,cpu-cycles(%),instructions,instructions(per cycle),instructions(%),ref-cycles,ref-cycles(M/sec),ref-cycles(%),context-switches,context-switches(K/sec),cpu-clock,cpu-clock(M/sec),cpu-migrations,cpu-migrations(K/sec),emulation-faults,emulation-faults(K/sec),major-faults,major-faults(K/sec),minor-faults,minor-faults(M/sec),page-faults,page-faults(M/sec),task-clock(M/sec),CPUs,duration(s)
svm569,5638576,48580835268,0,23999974891,24125039878,222.648,75.13%,710738976,2.95%,75.23%,2671178468,24.652,75.20%,2808624293984206,502.400,75.16%,559041243858320,5159348.858,50.35%,1672267284867379,15433.227,50.50%,175673734927,0.00,62.99%,277700492943,2562.877,75.16%,146536,0.001,108314.127411,999.623,18582,0.171,0,0.000,148,0.001,1956074,0.018,1956439,0.018,108354.999682,3.609,30.020569824
svm570,7487060,48580835268,0,24205559996,22505174689,271.156,75.05%,695945790,3.09%,75.19%,2039577841,24.574,75.25%,2426928892181658,100618879.095,75.39%,2412001519,29.061,50.71%,2511000175154346,30254.067,50.45%,171652517659,0.00,62.85%,212203093528,2556.753,75.07%,140725,0.002,82957.693084,999.525,17977,0.217,0,0.000,149,0.002,2815373,0.034,2815664,0.034,82997.111462,3.284,25.269700744
svm571,5729508,48580835268,0,23981629819,22920352406,261.808,75.21%,701302952,3.06%,75.35%,2154055334,24.605,75.53%,1303131438899292,54354598.227,75.60%,2397463106,27.385,50.09%,4501829985743681,51422.184,50.02%,173123778824,0.00,62.82%,223655333331,2554.705,75.10%,141700,0.002,87506.591432,999.545,17118,0.196,0,0.000,148,0.002,1530940,0.017,1531303,0.017,87546.457001,3.539,24.737339917
svm572,4637588,54027683238,0,53898146110,32823900217,207.307,75.05%,785158929,2.39%,75.06%,3907560872,24.679,75.09%,1871594412790357,223.063,75.20%,839041507635200,5299150.299,50.32%,3080964963250682,19458.509,50.25%,375593062394,0.00,62.71%,406212341585,2565.523,75.05%,169007,0.001,158284.896670,999.683,23888,0.151,0,0.000,148,0.001,2008948,0.013,2009293,0.013,158335.102841,2.941,53.834190039
svm573,5356768,48580835268,0,23387040582,23592822964,244.136,75.07%,701190491,2.97%,74.89%,2379022433,24.618,75.10%,2050580791074310,737.047,75.50%,278215801249218,2878948.623,50.59%,3069316035798373,31760.968,50.44%,173618354840,0.00,62.93%,247407912938,2560.152,75.11%,147170,0.002,96597.381955,999.580,16374,0.169,0,0.000,149,0.002,1421446,0.015,1421790,0.015,96637.987556,3.936,24.550688664
svm574,4763956,54027683238,0,54943206421,42113239599,148.443,75.07%,881402503,2.09%,75.18%,7023198389,24.756,75.21%,2997849895158372,64929382.979,75.11%,4617092844,16.275,49.97%,2250733882606796,7933.498,50.04%,410974488994,0.00,62.51%,730147554197,2573.660,75.05%,207438,0.731,283638.017407,999.781,29315,0.103,0,0.000,148,0.001,4402043,0.016,4402528,0.016,283700.057024,4.367,64.971462742
svm575,7199440,48580835268,0,23899454329,23126311448,261.345,75.10%,699252818,3.02%,75.17%,2175782147,24.588,75.18%,2245908596535303,268.793,75.20%,835554416255125,9442410.041,50.53%,2226331659186863,25159.267,50.58%,174325288509,0.00,62.98%,226471291148,2559.300,75.19%,141348,0.002,88449.921986,999.552,17811,0.201,0,0.000,148,0.002,2360147,0.027,2360496,0.027,88489.528908,3.298,26.834610392
svm576,7500380,48580835268,0,23842374056,22490645350,262.683,75.16%,693414310,3.08%,75.20%,2106376325,24.602,75.26%,1309827852594532,468.909,75.21%,279335269839593,3262533.845,50.38%,4444094662703619,51905.401,50.67%,171384356553,0.00,63.09%,218972981534,2557.524,75.28%,138895,0.002,85579.538711,999.538,18162,0.212,0,0.000,148,0.002,3024567,0.035,3024893,0.035,85619.117884,3.308,25.879604020
svm577,8031716,48580835268,0,23654407062,23079074060,254.087,75.16%,695631437,3.01%,74.90%,2236297180,24.620,75.09%,2240699137404563,94230754.841,75.37%,2377885162,26.179,50.42%,2774589640111117,30546.652,50.73%,173182231139,0.00,63.21%,232296506164,2557.452,75.46%,140013,0.002,90792.014502,999.568,17031,0.188,0,0.000,149,0.002,2637243,0.029,2637548,0.029,90831.218240,3.297,27.552010865
svm578,5636904,48580835268,0,23910833394,23483090318,244.130,75.05%,714263755,3.04%,75.24%,2368672518,24.625,75.50%,2419123867363027,287.377,75.63%,841794783929001,8751290.897,50.16%,1965555625272479,20433.898,50.13%,175556418701,0.00,62.84%,246193813693,2559.429,75.20%,143546,0.001,96150.265250,999.577,17761,0.185,0,0.000,148,0.002,1336420,0.014,1336742,0.014,96190.927013,3.606,26.675739632
svm579,7637552,48580835268,0,24164080567,23388889053,259.906,75.38%,694223297,2.97%,75.38%,2216029989,24.625,75.42%,1495027298280086,265.571,75.31%,562948812715660,6255697.780,50.00%,3077059872246531,34193.440,50.31%,175866152194,0.00,62.99%,230084378380,2556.784,75.27%,141309,0.002,89950.106672,999.559,18037,0.200,0,0.000,148,0.002,2611139,0.029,2611498,0.029,89989.771330,3.113,28.910416990
svm580,6200500,48580835268,0,24694839726,23490033793,234.795,75.33%,701831393,2.99%,75.20%,2464253545,24.632,75.37%,1867758342118248,76358021.432,75.35%,2446053875,24.450,49.90%,3915846767107786,39140.970,50.32%,175650400164,0.00,62.88%,256097398437,2559.830,75.39%,146618,0.001,100003.840286,999.592,19713,0.197,0,0.000,148,0.001,3382862,0.034,3383199,0.034,100044.704036,3.168,31.579693901
svm581,5460936,48580835268,0,23832866112,22500169377,288.772,75.22%,692214557,3.08%,75.06%,1916289921,24.594,75.07%,2247133948351570,403.226,75.16%,557289398733486,7152364.717,50.51%,2493148888806310,31997.576,50.81%,171255182885,0.00,63.09%,199278058688,2557.575,75.38%,136684,0.002,77879.571918,999.522,16778,0.215,0,0.000,148,0.002,1164585,0.015,1164877,0.015,77916.803853,3.759,20.725528550
svm582,5330632,48580835268,0,23304819361,22847579864,259.949,75.08%,706621743,3.09%,75.19%,2160111614,24.577,75.25%,2050387523809749,86137204.791,75.50%,2380373880,27.083,50.50%,3626034927326763,41255.382,50.46%,172549442383,0.00,62.96%,224847643555,2558.215,75.27%,142014,0.002,87853.012249,999.552,17785,0.202,0,0.000,147,0.002,1256323,0.014,1256647,0.014,87892.408809,3.882,22.640955154
svm583,6536460,48580835268,0,24237500069,22969643742,274.641,75.16%,708034535,3.08%,75.14%,2056118113,24.584,75.39%,1494239019333782,534.873,75.35%,279363384295070,3340265.204,50.38%,3621359626510154,43299.524,50.52%,175377112234,0.00,63.00%,213937676050,2557.989,75.33%,139407,0.002,83595.253877,999.524,17393,0.208,0,0.000,148,0.002,2621605,0.031,2621934,0.031,83635.090991,3.320,25.192182863
svm584,6440200,48580835268,0,24872488154,22666147603,287.630,75.35%,694846823,3.07%,75.27%,1936537553,24.574,75.37%,2046018508127838,365.299,75.66%,560094615607094,7107518.575,50.26%,3089193596980434,39201.414,50.12%,172322834850,0.00,62.64%,201513908341,2557.182,74.98%,136368,0.002,78765.612787,999.524,16225,0.206,0,0.000,148,0.002,1609349,0.020,1609661,0.020,78803.116680,3.647,21.607596031
svm585,5770056,48580835268,0,24179486801,22576898799,254.444,75.24%,696589502,3.09%,75.41%,2183597146,24.609,75.59%,1861194894277308,78272775.736,75.62%,2377831726,26.798,49.99%,3664867325324012,41303.454,49.92%,171429594806,0.00,62.72%,226631975353,2554.167,75.13%,141781,0.002,88689.975721,999.546,18150,0.205,0,0.000,148,0.002,2220539,0.025,2220852,0.025,88730.286692,3.432,25.850593901
svm586,7387400,48580835268,0,23757917359,23538580402,265.810,75.51%,713470499,3.03%,75.03%,2180330861,24.621,74.86%,2443618404871913,436.635,74.87%,559647936464418,6319828.998,50.30%,2478599761526975,27989.609,51.11%,174800599273,0.00,63.69%,226513963557,2557.911,75.90%,140760,0.002,88514.600476,999.552,17776,0.201,0,0.000,148,0.002,2300755,0.026,2301076,0.026,88554.284725,3.225,27.460464430
svm587,6125872,48580835268,0,24129037227,23223832595,301.624,75.42%,702709897,3.03%,75.31%,1893932044,24.598,75.33%,3187284615569534,1133.423,75.07%,281208634976256,3652254.603,50.05%,1668866047229516,21674.739,50.60%,173978336380,0.00,63.28%,196524907001,2552.407,75.61%,137325,0.002,76957.890242,999.506,15574,0.202,0,0.000,148,0.002,1622853,0.021,1623183,0.021,76995.901301,3.523,21.856906060
svm588,6013808,48580835268,0,23791867157,23042028554,273.227,75.26%,699974704,3.04%,75.26%,2071924878,24.568,75.44%,1682063259315031,300.112,75.30%,560479093653336,6646031.272,50.22%,3628259655331781,43023.063,50.43%,173471607914,0.00,62.99%,215516623551,2555.546,75.32%,140027,0.002,84293.001962,999.527,18198,0.216,0,0.000,148,0.002,1956123,0.023,1956414,0.023,84332.900456,3.429,24.594357543
svm589,7166900,48580835268,0,24498893928,23453419297,269.618,75.04%,717490351,3.06%,75.13%,2138660866,24.586,75.23%,1865409467115765,77481128.072,75.45%,2407566221,27.677,50.64%,3621993078927251,41638.075,50.52%,176274310548,0.00,63.03%,222357683004,2556.202,75.13%,139058,0.002,86947.048808,999.535,17631,0.203,0,0.000,148,0.002,2634842,0.030,2635167,0.030,86987.525030,3.303,26.336230430
svm590,6284040,48580835268,0,23803256574,22160948671,284.918,75.28%,698028585,3.15%,75.41%,1907912940,24.530,75.42%,1307710595740970,55672050.181,75.33%,2348953544,30.200,50.35%,4463895208876828,57391.293,50.45%,169236174435,0.00,63.10%,198682089623,2554.411,75.32%,136939,0.002,77741.436039,999.504,16042,0.206,0,0.000,148,0.002,1129449,0.015,1129771,0.015,77780.008001,3.604,21.579975962
svm591,5494172,48580835268,0,23951396459,23474403408,220.135,74.95%,700187319,2.98%,75.10%,2627453112,24.639,75.27%,1493646848312300,61802042.266,75.38%,2416824418,22.664,50.40%,4468498720725664,41904.107,50.40%,174452326447,0.00,62.77%,273356196271,2563.444,75.01%,147498,0.001,106594.523295,999.608,18684,0.175,0,0.000,149,0.001,2142910,0.020,2143206,0.020,106636.296230,3.378,31.563582557
svm592,5626284,48580835268,0,23794001881,22824894679,288.428,75.04%,707464508,3.10%,75.12%,1941974718,24.540,75.30%,2057357149263941,246.681,75.25%,834015115256885,10539084.293,50.62%,2769579426271905,34997.964,50.82%,172715530212,0.00,63.12%,202353785930,2557.056,75.15%,138000,0.002,79097.564152,999.521,16580,0.210,0,0.000,148,0.002,1456468,0.018,1456792,0.018,79135.444039,3.757,21.062823679
svm593,4944764,48580835268,0,23112472100,23162201971,256.565,75.30%,714557925,3.09%,75.42%,2223127238,24.625,75.15%,2250739489699165,93943793.004,75.04%,2395836295,26.538,50.24%,3346618781860603,37070.088,50.47%,172533765695,0.00,62.98%,231243831755,2561.460,75.29%,142820,0.002,90237.870490,999.554,16576,0.184,0,0.000,147,0.002,947494,0.010,947831,0.010,90278.144818,3.995,22.598711042
svm594,7445232,48580835268,0,25085658390,23335232095,272.181,75.01%,710071949,3.04%,75.13%,2108187366,24.590,75.51%,1675847611670302,69978675.136,75.58%,2394797570,27.933,50.27%,3634627581176124,42394.130,50.34%,175614747177,0.00,62.80%,219214789874,2556.911,75.16%,138204,0.002,85694.619366,999.538,16458,0.192,0,0.000,148,0.002,2024213,0.024,2024573,0.024,85734.218721,3.341,25.663942488
svm595,4970608,48580835268,0,24000515289,23960942738,245.096,75.22%,722369748,3.01%,75.05%,2406710839,24.618,75.08%,2056978931822130,736.073,75.26%,279453086417136,2858518.177,50.36%,3068961934645410,31392.330,50.45%,175959792892,0.00,63.08%,250056700494,2557.823,75.31%,148625,0.002,97719.713294,999.572,18313,0.187,0,0.000,148,0.002,1831997,0.019,1832340,0.019,97761.521567,4.006,24.402093242
svm596,5437464,48580835268,0,23507350801,23323809788,242.897,75.18%,697786343,2.99%,75.26%,2364121280,24.620,75.27%,1118926723859935,399.687,75.47%,279951065149711,2915447.372,50.27%,4495022312144801,46811.756,50.10%,173872176019,0.00,62.60%,245634341335,2558.068,75.01%,145801,0.002,95982.802941,999.578,16461,0.171,0,0.000,148,0.002,1457499,0.015,1457841,0.015,96023.364325,3.944,24.348945463
svm597,7729400,48580835268,0,23668544604,23463657389,264.659,75.43%,720611875,3.07%,75.18%,2182259819,24.615,74.98%,2625709630271995,107052797.372,75.04%,2452723978,27.666,50.32%,2499588556443229,28194.196,50.68%,176674263320,0.00,63.21%,226829679315,2558.533,75.39%,139195,0.002,88616.903741,999.557,16910,0.191,0,0.000,149,0.002,2467392,0.028,2467698,0.028,88656.140372,3.317,26.724092042
svm598,6040868,48580835268,0,24511830006,22654589062,291.818,75.36%,696429105,3.07%,75.25%,1908273044,24.581,75.29%,1868634158726410,78941634.412,75.32%,2367108526,30.491,50.13%,3904357220851910,50292.798,50.47%,172371553974,0.00,63.03%,198308413870,2554.450,75.47%,136922,0.002,77595.465553,999.523,15911,0.205,0,0.000,148,0.002,1847353,0.024,1847622,0.024,77632.531056,3.671,21.148061802
svm599,6853396,48580835268,0,23650479608,22720446909,271.577,75.18%,693424271,3.05%,74.94%,2054252091,24.554,75.11%,1681499531477870,605.052,75.33%,277909842467898,3321852.699,50.64%,3873606017822803,46301.162,50.87%,172051357540,0.00,63.28%,214140483136,2559.618,75.40%,140178,0.002,83622.624332,999.540,16902,0.202,0,0.000,148,0.002,2730812,0.033,2731107,0.033,83661.097483,3.216,26.013902949
svm600,5838984,48580835268,0,23947625660,23005523450,307.609,75.19%,702981943,3.06%,75.18%,1836316419,24.554,75.30%,934805931107769,111.566,75.28%,837898450690254,11203617.217,50.39%,4439665233116555,59363.172,50.72%,172196312810,0.00,63.19%,191126671293,2555.572,75.38%,136320,0.002,74750.423579,999.495,15706,0.210,0,0.000,148,0.002,1697510,0.023,1697797,0.023,74788.207637,3.577,20.906736692
svm601,5613332,48580835268,0,23294214091,22143276520,243.588,75.60%,682633393,3.08%,75.10%,2235793043,24.595,75.02%,2432966548043453,868.914,75.20%,280000996403539,3080163.409,50.26%,2777321912659143,30552.053,50.68%,168164166710,0.00,63.41%,232383687398,2556.347,75.66%,141994,0.002,90864.886478,999.563,16294,0.179,0,0.000,148,0.002,1132995,0.012,1133310,0.012,90904.591483,3.697,24.591529434
svm602,6721276,48580835268,0,24734710553,23214920098,248.184,75.29%,694357717,2.99%,75.19%,2302156062,24.612,75.33%,1490553426572178,61295392.793,75.54%,2431754425,25.997,50.07%,4207258803063630,44978.610,50.18%,174721555662,0.00,62.75%,239187120847,2557.082,75.14%,143104,0.002,93498.342865,999.564,19263,0.206,0,0.000,147,0.002,4150697,0.044,4151034,0.044,93539.101644,3.030,30.873146078
svm603,4670500,48695561876,0,23587047049,23749724694,257.965,75.09%,710656581,2.99%,75.43%,2265451911,24.607,75.41%,1679266363455974,67186024.846,75.43%,2499428069,27.148,50.22%,3933688930929712,42727.057,50.09%,178991319087,0.00,62.62%,235563098065,2558.646,74.94%,144465,0.002,92026.573888,999.577,15513,0.168,0,0.000,148,0.002,963141,0.010,963466,0.010,92065.523937,4.259,21.618238383
svm604,7605816,48580835268,0,24121255696,24090513319,249.623,75.27%,711621475,2.95%,75.42%,2374307117,24.602,75.41%,1495276803213482,533.087,75.30%,280493774161319,2906446.117,50.18%,3920478137995022,40623.570,50.26%,178469496966,0.00,62.96%,247238683583,2561.860,75.35%,141862,0.001,96467.209153,999.583,17811,0.185,0,0.000,148,0.002,2930552,0.030,2930874,0.030,96507.474386,3.150,30.637527268
svm605,5815444,48580835268,0,23533635947,23047572286,278.143,75.27%,705049174,3.06%,75.41%,2037252752,24.586,75.50%,2049696571570987,728.207,75.53%,281471512399187,3396855.839,50.00%,2810350039370262,33915.880,50.08%,173272428734,0.00,62.80%,211633423589,2554.035,75.17%,138417,0.002,82823.484932,999.531,17488,0.211,0,0.000,147,0.002,1954550,0.024,1954829,0.024,82862.366182,3.448,24.033809958
svm606,4775712,48642241403,0,23643727282,33854765139,157.080,75.14%,899143917,2.66%,75.24%,5329426039,24.728,75.17%,1872764474068502,665.532,75.15%,281393653936764,1305616.109,50.02%,3379560430287368,15680.555,49.98%,225911658208,0.00,62.49%,554215692027,2571.461,75.01%,188304,0.874,215469.405328,999.739,19348,0.090,0,0.000,148,0.001,1519310,0.007,1519752,0.007,215525.568411,5.884,36.630004089
svm607,7154512,48580835268,0,24002518173,22453558476,260.863,75.58%,692354615,3.08%,75.46%,2117291356,24.598,75.50%,2057357589497666,242.739,75.25%,847557950957078,9846823.763,49.82%,3082612845793778,35813.416,50.22%,171234825358,0.00,63.10%,219961020718,2555.480,75.43%,141353,0.002,86035.474595,999.550,16583,0.193,0,0.000,148,0.002,2322715,0.027,2323043,0.027,86074.248035,3.356,25.646670420
svm608,7284960,48580835268,0,23583211928,22873433939,253.337,75.05%,694259787,3.04%,75.21%,2221923272,24.609,75.34%,2238919711200636,802.162,75.43%,279110609490149,3091321.636,50.42%,3079855697489797,34111.296,50.27%,173698802230,0.00,63.04%,231027499943,2558.772,75.17%,140497,0.002,90248.130139,999.554,18957,0.210,0,0.000,149,0.002,3105497,0.034,3105831,0.034,90288.440463,3.061,29.498829765
svm609,6084260,48580835268,0,22832843448,23182614646,243.814,75.19%,702701065,3.03%,75.36%,2342189804,24.633,75.45%,2429236780435414,287.885,75.32%,843821460516168,8874561.364,50.04%,1959703523903214,20610.413,50.28%,172926292028,0.00,62.76%,243254756829,2558.337,75.24%,142314,0.001,95044.863478,999.597,16121,0.170,0,0.000,149,0.002,1454362,0.015,1454704,0.015,95083.173797,3.610,26.335702138
svm610,5828292,48580835268,0,24403654612,23162098238,252.444,75.28%,702536197,3.03%,75.04%,2256951883,24.599,75.38%,3552323952505461,1265.049,75.28%,280805354983761,3060503.528,50.12%,833500613903504,9084.341,50.67%,173255619782,0.00,63.15%,234827963903,2559.395,75.57%,142930,0.002,91710.736925,999.557,18440,0.201,0,0.000,147,0.002,2701818,0.029,2702117,0.029,91751.358031,3.511,26.129154764
svm611,4954376,48580835268,0,23505773379,22995970227,251.876,75.08%,706125533,3.07%,75.24%,2243857497,24.577,75.50%,2433837635431814,101276827.691,75.17%,2403153506,26.322,50.23%,2503933267864313,27425.661,50.59%,170822593266,0.00,63.12%,233652252383,2559.201,75.33%,144609,0.002,91257.890957,999.551,16747,0.183,0,0.000,148,0.002,1080784,0.012,1081109,0.012,91298.921747,3.896,23.435673970
svm612,4937124,48580835268,0,23084132515,23646684767,230.515,75.14%,708187529,2.99%,75.15%,2528347490,24.647,75.13%,3554071339739348,148224490.821,75.24%,2397762556,23.374,50.36%,1397741571309163,13625.625,50.35%,174293755997,0.00,62.84%,262832982425,2562.179,75.07%,149037,0.001,102541.114569,999.603,16609,0.162,0,0.000,149,0.001,997446,0.010,997806,0.010,102581.832038,4.166,24.621656075
svm613,5606436,48580835268,0,23377164022,22857976933,239.863,75.14%,694208354,3.04%,75.35%,2347424069,24.633,75.41%,1120879430981245,133.111,75.34%,842065898505299,8836308.674,50.14%,4201534319097197,44089.250,50.25%,172269018392,0.00,62.89%,243740579384,2557.718,75.22%,144658,0.002,95256.101643,999.580,17613,0.185,0,0.000,148,0.002,1357967,0.014,1358293,0.014,95296.116240,3.483,27.357041034
svm614,4657740,48634235739,0,23110068448,23394563506,233.374,75.33%,700547739,2.99%,75.15%,2469064873,24.630,75.01%,2993951399257981,125169182.306,75.21%,2391923750,23.861,50.36%,1674228748979930,16701.376,50.44%,173582156054,0.00,63.04%,256357879184,2557.314,75.32%,148779,0.001,100203.394528,999.585,16276,0.162,0,0.000,148,0.001,814220,0.008,814555,0.008,100244.956251,4.308,23.268555976
svm615,6883968,48580835268,0,24177019488,23415815514,278.363,75.12%,705805125,3.01%,75.16%,2067878130,24.583,75.29%,1304871510593770,467.884,75.50%,278887898994980,3315369.038,50.46%,4464688984084806,53075.417,50.44%,175811449041,0.00,62.91%,215187235809,2558.107,75.10%,139688,0.002,84081.074802,999.541,16890,0.201,0,0.000,148,0.002,2457045,0.029,2457341,0.029,84119.715126,3.250,25.881631050
svm616,4769040,48687556212,0,24031236791,29449203192,175.646,75.16%,819810413,2.78%,75.12%,4142232558,24.706,75.21%,2433989216237729,80086369.664,75.17%,3039205331,18.127,50.06%,3084529090457488,18397.315,50.20%,206354394931,0.00,62.64%,430851508578,2569.764,75.08%,174702,0.001,167612.237274,999.704,18416,0.110,0,0.000,148,0.001,1069906,0.006,1070287,0.006,167661.916083,5.480,30.592823458
svm617,7601220,48580835268,0,23981842706,23913885049,260.202,75.20%,698886674,2.92%,75.38%,2260340608,24.594,75.61%,1304325431222685,463.135,75.53%,281629601658700,3064355.279,49.97%,3940207094857181,42872.604,50.01%,178632850060,0.00,62.57%,235095925300,2558.032,75.13%,140762,0.002,91864.811657,999.563,19839,0.216,0,0.000,148,0.002,3805633,0.041,3805942,0.041,91905.009716,3.081,29.831478421
svm618,6179228,48580835268,0,23718989323,22734771420,283.777,75.12%,708414758,3.12%,75.01%,1966588860,24.547,75.18%,2054216536517298,738.794,75.36%,278049828181484,3470642.941,50.62%,3329855593764628,41563.557,50.72%,172539096940,0.00,63.19%,204744067133,2555.634,75.49%,137038,0.002,80075.829038,999.514,16494,0.206,0,0.000,148,0.002,1802738,0.023,1803065,0.023,80114.789355,3.441,23.280651014
